"id","lat","lng","artdtsch","artbot","gattungdeutsch","strname","pflanzjahr","standalter","bezirk","standortnr","wassermenge","wassersumme","anzahlg"
"3319","51.3203767144","12.2768904693","Zerr-Eiche","Quercus cerris","Quercus","Kiewer Straße",2021,3,"Grünau-Nord","47459",150,"650","6"
"90381","51.3249856345","12.2904732761","Stiel-Eiche","Quercus robur","Quercus","WG Grünau WK 5.1-Garskestraße/Lützner Straße/Schönauer Straße",2020,4,"Schönau","78026",100,"200","2"
"16616","51.3677524603","12.3716733945","Hopfenbuche","Ostrya carpinifolia","Ostrya","Corinthstraße",2024,0,"Gohlis-Mitte","133799",50,"100","3"
"id-56921","51.3258210029","12.3238418087","Zerr-Eiche","Quercus cerris","Quercus","Markranstädter Straße",2013,11,"Plagwitz","73655",100,"1345","16"
"id-30025","51.3472909376","12.3977763764","Säulen-Hainbuche 'Frans Fontaine'","Carpinus betulus 'Frans Fontaine'","Carpinus","Mariannenstraße",1999,25,"Neustadt-Neuschönefeld","8205",20,"50","4"
"3216","51.3243696434","12.2936675884","Säulen-Tulpenbaum","Liriodendron tulipifera 'Fastigiatum'","Liriodendron","Weißdornstraße",2021,3,"Grünau-Ost","85560",100,"100","1"
"id-29301","51.3493740946","12.3722697237","Platane","Platanus x acerifolia","Platanus","Pfaffendorfer Straße",1997,27,"Zentrum-Nord","13146",5,"55","11"
"id-57975","51.3233854068","12.3233781635","Feld-Ahorn","Acer campestre","Acer","Weg 5202",2013,11,"Plagwitz","73663",100,"710","12"
"id-34724","51.354636533","12.4077471354","Winter-Linde 'Rancho'","Tilia cordata 'Rancho'","Tilia","Heinkstraße",2008,16,"Schönefeld-Abtnaundorf","6943",65,"420","10"
"id-41200","51.356880508","12.472704241","Baumhasel","Corylus colurna","Corylus","Bisamstraße",1993,31,"Heiterblick","50831",80,"130","2"
"id-32716","51.3607695062","12.3918745516","Stadt-Linde","Tilia cordata 'Greenspire'","Tilia","Dessauer Straße",2016,8,"Eutritzsch","3415",15,"104","10"
"16024","51.3215303007","12.2761212737","Zerr-Eiche","Quercus cerris","Quercus","Kiewer Straße",2020,4,"Grünau-Nord","47491",150,"450","4"
"15798","51.3207301412","12.2851495483","Hopfenbuche","Ostrya carpinifolia","Ostrya","Heilbronner Straße",2023,1,"Grünau-Mitte","125963",100,"200","2"
"90150","51.3292859664","12.3085455726","Vogel-Kirsche","Prunus avium","Prunus","Lindenauer Hafen",2015,9,"Schönau","G20498",50,"130","3"
"82130","51.3069861919","12.2925866645","Eberesche","Sorbus aucuparia","Sorbus","WG Neubauernsiedlung-Grünverbindung zwischen Rapsweg und Neubauernstraße (3.BA)",2012,12,"Großzschocher","G25821",80,"140","3"
"id-31676","51.3440145752","12.4284653074","Schmalkronige Weiß-Esche","Fraxinus americana 'Skyline'","Fraxinus","Wurzner Straße",2014,10,"Sellerhausen-Stünz","6065",45,"65","2"
"id-60277","51.3277282078","12.2789779819","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76347",100,"300","3"
"id-1992","51.3202547417","12.2545371075","Spitz-Ahorn","Acer platanoides","Acer","Auenweg",2012,12,"Miltitz","51969",50,"100","2"
"id-59865","51.3081653019","12.3798000899","Amberbaum","Liquidambar styraciflua","Liquidambar","Pfeffingerstraße",2018,6,"Connewitz","75524",20,"53","3"
"id-60252","51.3293870656","12.2827746716","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76372",150,"150","1"
"17094","51.331841878732149","12.332992468620233",NULL,NULL,"Quercus","Merseburgerstraße",2024,0,"Altlindenau","osm_wababele_mbstr_38",3,"7","3"
"id-58782","51.3332786646","12.32382945","Stadt-Linde","Tilia cordata 'Greenspire'","Tilia","Lützner Straße",2014,10,"Lindenau","74430",140,"440","4"
"7833","51.3293277482","12.3087080809","Vogel-Kirsche","Prunus avium","Prunus","Lindenauer Hafen",2015,9,"Schönau","G20487",50,"50","1"
"16760","51.3404925578","12.3148182346","Brabanter Silber-Linde","Tilia tomentosa 'Brabant'","Tilia","Merseburger Straße",2024,0,"Altlindenau","43720",30,"180","6"
"102049","51.3229173378","12.321172018","Haus-Apfel  'Roter Eiserapfel'","Malus domestica 'Roter Eiserapfel'","Malus","Gleis-Grün-Zug Bahnhof Plagwitz",2016,8,"Plagwitz","G42216",150,"550","5"
"94231","51.3293890613","12.3084878493","Schwedische Mehlbeere","Sorbus intermedia","Sorbus","Lindenauer Hafen",2015,9,"Schönau","G20491",50,"50","1"
"id-60268","51.3282073981","12.2803470355","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76356",100,"300","3"
"id-60297","51.3271136517","12.2753714297","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76325",100,"600","6"
"6812","51.3062870501","12.3988220909","Spitz-Ahorn","Acer platanoides","Acer","An der Märchenwiese (östlicher Teil)",2020,4,"Marienbrunn","G52657",20,"235","26"
"id-59928","51.3181996595","12.3713821001","Hopfenbuche","Ostrya carpinifolia","Ostrya","Kochstraße",2018,6,"Südvorstadt","75701",30,"30","1"
"id-7631","51.3221611407","12.3386512852","Kegel-Linde","Tilia flavescens 'Glenleven'","Tilia","Holbeinstraße",2017,7,"Schleußig","40456",80,"280","4"
"id-36220","51.365639561","12.4277180465","Purpur-Erle","Alnus x spaethii","Alnus","Stöhrerstraße",2017,7,"Schönefeld-Ost","12453",15,"30","2"
"15805","51.3195666903","12.2842354411","Stiel-Eiche","Quercus robur","Quercus","Heilbronner Straße",2023,1,"Grünau-Mitte","125969",100,"300","3"
"id-56529","51.3439131492","12.3746092823","Stadt-Linde","Tilia cordata 'Greenspire'","Tilia","Richard-Wagner-Straße",2013,11,"Zentrum","73389",50,"200","4"
"16619","51.3679948679","12.3713303953","Hopfenbuche","Ostrya carpinifolia","Ostrya","Corinthstraße",2024,0,"Gohlis-Mitte","137660",50,"100","3"
"id-60291","51.3270468328","12.274340334","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76319",100,"400","4"
"id-60272","51.3279879644","12.2797597946","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76352",100,"300","3"
"2029","51.322984699999999","12.321183400000001",NULL,NULL,NULL,NULL,2016,8,"Plagwitz","osm_6058038169",150,"150","1"
"id-12445","51.332812002","12.3333963572","Apfel-Dorn","Crataegus x lavallei","Crataegus","Aurelienstraße",2003,21,"Lindenau","44377",40,"110","3"
"id-56922","51.3258339791","12.3237231035","Zerr-Eiche","Quercus cerris","Quercus","Markranstädter Straße",2013,11,"Plagwitz","73656",100,"275","4"
"id-60122","51.3112631899","12.2802386893","Platane","Platanus x acerifolia","Platanus","Ratzelstraße",2019,5,"Grünau-Siedlung","76238",100,"500","5"
"17090","51.332493080092434","12.331908689591614",NULL,NULL,"Cerasus","Aurelienstraße",2024,0,"Altlindenau","osm_wababele_aurstr_36",6,"32","8"
"id-60121","51.3113057658","12.2804336392","Platane","Platanus x acerifolia","Platanus","Ratzelstraße",2019,5,"Grünau-Siedlung","76237",100,"500","5"
"id-29923","51.3475202508","12.3978922064","Robinie 'Sandraudiga'","Robinia pseudoacacia 'Sandraudiga'","Robinia","Rosa-Luxemburg-Straße",2018,6,"Neustadt-Neuschönefeld","9174",20,"90","8"
"3888","51.3207280544","12.2563029297","Stadt-Linde","Tilia cordata 'Greenspire'","Tilia","Geschwister-Scholl-Straße",2022,2,"Miltitz","52087",50,"100","2"
"id-60287","51.3273573114","12.2773971056","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76337",100,"400","4"
"id-10242","51.329714302","12.3684433836","Platane","Platanus x acerifolia","Platanus","Grassistraße",1999,25,"Zentrum-Süd","37007",100,"200","2"
"id-60279","51.3276482651","12.2786614282","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76345",100,"400","4"
"id-57803","51.3258238104","12.2762379009","Nelken-Kirsche","Prunus serrulata 'Kanzan'","Prunus","Mühlhäuser Ring",2014,10,"Schönau","74226",30,"429","22"
"id-60117","51.3119212626","12.2835754257","Platane","Platanus x acerifolia","Platanus","Ratzelstraße",2019,5,"Grünau-Siedlung","76233",100,"500","5"
"id-25300","51.3149513157","12.4203294677","Kaiser-Linde","Tilia x vulgaris 'Pallida'","Tilia","Naunhofer Straße",2014,10,"Stötteritz","24389",50,"50","1"
"97040","51.3255728927","12.2895735878","Stiel-Eiche","Quercus robur","Quercus","WG Grünau WK 5.1-Garskestraße/Lützner Straße/Schönauer Straße",2020,4,"Schönau","78016",100,"100","1"
"312","51.3886288714","12.3251160909","Zierkirsche","Prunus x schmittii","Prunus","Sandweg",2020,4,"Lindenthal","62151",175,"2350","16"
"id-60115","51.3119937988","12.2839299179","Platane","Platanus x acerifolia","Platanus","Ratzelstraße",2019,5,"Grünau-Siedlung","76231",100,"500","5"
"6814","51.3063040987","12.3991157129","Spitz-Ahorn","Acer platanoides","Acer","An der Märchenwiese (östlicher Teil)",2020,4,"Marienbrunn","G52659",60,"160","3"
"id-60284","51.327450443","12.2778822744","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76340",100,"400","4"
"97043","51.3254445006","12.2897193245","Stiel-Eiche","Quercus robur","Quercus","WG Grünau WK 5.1-Garskestraße/Lützner Straße/Schönauer Straße",2020,4,"Schönau","78018",100,"100","1"
"15838","51.3195635277","12.2858835623","Stiel-Eiche","Quercus robur","Quercus","Ulmer Straße",2023,1,"Grünau-Mitte","126139",100,"300","3"
"id-33312","51.3666561953","12.3777978191","Linde","Tilia species","Tilia","Coppistraße",1992,32,"Gohlis-Mitte","58898",10,"540","54"
"16883","51.3671917848","12.3788530044","Tulpenbaum","Liriodendron tulipifera","Liriodendron","Krokerstraße",2024,0,"Gohlis-Mitte","133818",80,"160","2"
"id-58780","51.3330967952","12.3233570547","Stadt-Linde","Tilia cordata 'Greenspire'","Tilia","Lützner Straße",2014,10,"Lindenau","74432",30,"70","3"
"id-59031","51.3397215432","12.3264200591","Dreilappiger Apfel","Eriolobus trilobatus","Eriolobus","Calvisiusstraße",2024,0,"Altlindenau","74681",100,"305","8"
"3220","51.3240376717","12.2938163563","Säulen-Tulpenbaum","Liriodendron tulipifera 'Fastigiatum'","Liriodendron","Weißdornstraße",2021,3,"Grünau-Ost","85564",100,"100","1"
"102046","51.3227301242","12.3210953699","Haus-Apfel 'Rote Sternrenette'","Malus domestica 'Rote Sternrenette'","Malus","Gleis-Grün-Zug Bahnhof Plagwitz",2016,8,"Plagwitz","G42213",150,"550","5"
"1622","51.3207562322","12.2637453219","Stiel-Eiche","Quercus robur","Quercus","Am kleinen Feld",2020,4,"Grünau-Nord","77987",200,"500","4"
"id-12549","51.332669933","12.332316451","Säulen-Ahorn","Acer platanoides 'Columnare'","Acer","Merseburger Straße",1999,25,"Lindenau","43851",5,"10","3"
"90379","51.3251547106","12.2902060369","Stiel-Eiche","Quercus robur","Quercus","WG Grünau WK 5.1-Garskestraße/Lützner Straße/Schönauer Straße",2020,4,"Schönau","78023",100,"200","2"
"id-22320","51.3289849734","12.3717860869","Platane","Platanus x acerifolia","Platanus","Floßplatz",2010,14,"Zentrum-Süd","38904",10,"10","1"
"id-29918","51.3472942914","12.3972960682","Robinie 'Sandraudiga'","Robinia pseudoacacia 'Sandraudiga'","Robinia","Rosa-Luxemburg-Straße",2018,6,"Neustadt-Neuschönefeld","9169",20,"70","5"
"1397","51.3327096718","12.4064612048","Kegelförmiger Spitz-Ahorn","Acer platanoides 'Emerald Queen'","Acer","Riebeckstraße",2020,4,"Reudnitz-Thonberg","22124",80,"440","8"
"id-60294","51.3270706993","12.2748554426","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76322",100,"400","4"
"id-29085","51.3480651152","12.3721220288","Stadt-Linde","Tilia cordata 'Greenspire'","Tilia","Parthenstraße",2009,15,"Zentrum-Nord","12924",30,"154","7"
"90160","51.3291720557","12.3082072605","Schwedische Mehlbeere","Sorbus intermedia","Sorbus","Lindenauer Hafen",2015,9,"Schönau","G20513",50,"140","3"
"11265","51.3271515099","12.3240344701","Feld-Ahorn 'Elsrijk'","Acer campestre 'Elsrijk'","Acer","ehemalige Gleistrasse zwischen Gießerstraße und Naumburger Straße",2013,11,"Plagwitz","G3531",20,"30","2"
"16029","51.3239270103","12.274618566","Zerr-Eiche","Quercus cerris","Quercus","Kiewer Straße",2020,4,"Grünau-Nord","47548",150,"450","4"
"id-7808","51.3271099903","12.324110677","Feld-Ahorn 'Elsrijk'","Acer campestre 'Elsrijk'","Acer","Weg 5103",2013,11,"Plagwitz","69141",20,"30","2"
"89990","51.3147350289","12.2798642921","Stiel-Eiche","Quercus robur","Quercus","WG Grünau WK 4-Kiewer Straße (O-Seite) von Ratzelstraße bis DB",2022,2,"Grünau-Mitte","90090",150,"150","1"
"id-27868","51.3332088242","12.376612355","Stadt-Linde","Tilia cordata 'Greenspire'","Tilia","Windmühlenstraße",1996,28,"Zentrum-Süd","29183",85,"380","12"
"id-60106","51.3130270118","12.289285539","Platane","Platanus x acerifolia","Platanus","Ratzelstraße",2019,5,"Grünau-Siedlung","76222",100,"400","4"
"id-14316","51.3348433083","12.3571394141","Chinesische Wildbirne 'Chanticleer'","Pyrus calleryana 'Chanticleer'","Pyrus","Sebastian-Bach-Straße",1998,26,"Zentrum-West","38611",10,"75","8"
"id-60289","51.3270303969","12.2739937536","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76317",100,"600","6"
"7836","51.3291823314","12.3083216536","Schwedische Mehlbeere","Sorbus intermedia","Sorbus","Lindenauer Hafen",2015,9,"Schönau","G20509",50,"50","1"
"5938","51.3485117518","12.3148265806","Eingriffliger Weißdorn","Crataegus monogyna","Crataegus","Am Wasserschloß",2000,24,"Leutzsch","123857",20,"20","1"
"8098","51.320726442","12.2546002176","Silber-Linde","Tilia tomentosa","Tilia","Park Miltitz",2020,4,"Miltitz","G49710",50,"150","3"
"id-60298","51.3271243647","12.2755264122","Stiel-Eiche","Quercus robur","Quercus","Lyoner Straße",2019,5,"Schönau","76326",100,"400","4"
"90157","51.329211412","12.308358138","Schwedische Mehlbeere","Sorbus intermedia","Sorbus","Lindenauer Hafen",2015,9,"Schönau","G20507",50,"50","1"
"id-31677","51.3440749539","12.4286672857","Schmalkronige Weiß-Esche","Fraxinus americana 'Skyline'","Fraxinus","Wurzner Straße",2014,10,"Sellerhausen-Stünz","6067",20,"20","1"
"id-13188","51.3310586729","12.3441126642","Hänge-Silber-Linde","Tilia tomentosa 'Petiolaris'","Tilia","Forststraße",2018,6,"Plagwitz","40346",20,"20","1"
"id-55634","51.3422751074","12.4058302596","Nelken-Kirsche","Prunus serrulata 'Kanzan'","Prunus","Hermann-Liebmann-Straße",2011,13,"Neustadt-Neuschönefeld","71316",40,"640","16"
"439","51.3172879692","12.325639021","Säulen-Fächerblattbaum","Ginkgo biloba 'Princeton Sentry'","Ginkgo","Gießerstraße",2020,4,"Kleinzschocher","76150",17,"17","1"
"7834","51.3293840861","12.3086078741","Schwedische Mehlbeere","Sorbus intermedia","Sorbus","Lindenauer Hafen",2015,9,"Schönau","G20488",50,"100","2"
"94234","51.3292543028","12.3082442189","Vogel-Kirsche","Prunus avium","Prunus","Lindenauer Hafen",2015,9,"Schönau","G20506",50,"50","1"
"id-4983","51.3238391881","12.2746671267","Straßen-Esche","Fraxinus excelsior 'Westhof´s Glorie'","Fraxinus","Kiewer Straße",2000,24,"Grünau-Nord","47547",200,"200","1"
"id-33474","51.3670530352","12.3788875194","Japanischer Schnurbaum 'Regent'","Sophora japonica 'Regent'","Sophora","Krokerstraße",1996,28,"Gohlis-Mitte","59703",10,"10","1"
"id-57802","51.3258394451","12.2763338736","Nelken-Kirsche","Prunus serrulata 'Kanzan'","Prunus","Mühlhäuser Ring",2014,10,"Schönau","74225",30,"430","22"
"7640","51.352271511","12.3696017459","Holländische Linde","Tilia x vulgaris","Tilia","Kickerlingsberg/Springerstraße",2011,13,"Zentrum-Nordwest","G2022",5,"5","1"
"11878","51.3221892707","12.3214200132","Süßkirsche 'Hedelfinger Riesenkirsche'","Prunus avium 'Hedelfinger Riesenkirsche'","Prunus","Gleis-Grün-Zug Bahnhof Plagwitz",2016,8,"Plagwitz","G42181",150,"550","5"
"52430","51.3222090025","12.3212289565","Süßkirsche 'Große Schwarze Knorpel '","Prunus avium 'Große Schwarze Knorpel'","Prunus","Gleis-Grün-Zug Bahnhof Plagwitz",2024,0,"Plagwitz","G42185",150,"500","5"
"11886","51.3219345525","12.3210936622","Kultur-Birne 'Conference'","Pyrus communis 'Conference'","Pyrus","Gleis-Grün-Zug Bahnhof Plagwitz",2016,8,"Plagwitz","G42198",150,"500","5"
"90275","51.3258209081","12.2781816615","Hänge-Buche","Fagus sylvatica 'Pendula'","Fagus","Schönauer Viertel, nördlich Weimarer Straße",2016,8,"Schönau","G46012",15,"30","2"
